Month,Day,Hour,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Wind Speed (m/s),Albedo,Plane of Array Irradiance (kW/m2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
9,22,3,0,0,15.6,3.1,0.17,0,15.6,0,0
9,22,4,0,0,15.6,6.2,0.17,0,15.6,0,0
9,22,5,0,0,16.1,6.7,0.17,0,0,0,0
9,22,6,0,12,16.6,7.7,0.17,11.091,16.721,29.715,12.808
9,22,7,0,65,17.3,8.7,0.17,60.882,17.93,200.169,177.222
9,22,8,2,130,17.9,11.8,0.17,125.296,18.924,422.9,392.06
9,22,9,0,106,15.6,12.9,0.17,99.26,16.353,333.044,305.388
9,22,10,0,130,15.1,13.4,0.17,122.433,15.999,412.19,381.73
9,22,11,133,272,16,11.3,0.17,403.333,19.403,1393.553,1328.32
9,22,12,125,277,15.4,11.8,0.17,402.146,18.678,1392.632,1327.431
9,22,13,65,284,15.5,10.2,0.17,345.83,18.662,1194.087,1135.922
9,22,14,56,232,15.6,8.7,0.17,275.735,18.45,953.064,903.438
9,22,15,131,165,13.1,6.7,0.17,239.692,16.1,842.191,796.495
9,22,16,78,100,13.6,6.2,0.17,124.683,15.235,419.882,389.15
9,22,17,0,24,13.1,6.7,0.17,22.3,13.365,60.006,42.026
9,22,18,0,0,12.2,3.1,0.17,0,0,0,0
9,22,19,0,0,12,3.6,0.17,0,12,0,0
9,22,20,0,0,11.6,4.1,0.17,0,11.6,0,0
9,22,21,0,0,11,4.6,0.17,0,11,0,0
9,22,22,0,0,10.3,4.6,0.17,0,10.3,0,0
9,22,23,0,0,9.8,4.1,0.17,0,9.8,0,0
9,23,0,0,0,9.6,3.6,0.17,0,9.6,0,0
9,23,1,0,0,9.2,3.6,0.17,0,9.2,0,0
9,23,2,0,0,9.2,3.6,0.17,0,9.2,0,0
9,23,3,0,0,8.6,3.1,0.17,0,8.6,0,0
9,23,4,0,0,8.2,2.1,0.17,0,8.2,0,0
9,23,5,0,0,8.2,3.1,0.17,0,0,0,0
9,23,6,0,21,8.3,1.5,0.17,19.445,8.803,53.922,36.157
9,23,7,176,94,9.7,2.6,0.17,157.563,13.099,533.72,498.954
9,23,8,403,132,11.3,2.6,0.17,358.031,19.114,1266.148,1205.429
9,23,9,531,146,13.2,2.6,0.17,526.902,24.686,1827.13,1746.534
9,23,10,454,220,13.3,4.6,0.17,608.836,23.031,2109.203,2018.611
9,23,11,615,176,14.7,2.6,0.17,728.434,30.546,2454.049,2351.238
9,23,12,671,143,15.7,2.6,0.17,739.158,31.786,2481.753,2377.96
9,23,13,629,144,15.4,3.6,0.17,665.931,27.684,2276.997,2180.46
9,23,14,432,174,16.2,4.1,0.17,487.804,24.564,1687.513,1611.863
9,23,15,153,154,15.7,2.6,0.17,238.659,20.899,824.051,778.997
9,23,16,47,90,15.1,3.6,0.17,103.969,17.007,346.271,318.147
9,23,17,0,19,13.7,1.8,0.17,17.591,14.114,43.37,25.979
9,23,18,0,0,12.4,0,0.17,0,0,0,0
9,23,19,0,0,12,1,0.17,0,12,0,0
9,23,20,0,0,10.7,0,0.17,0,10.7,0,0
9,23,21,0,0,9.4,0,0.17,0,9.4,0,0
9,23,22,0,0,9.1,0,0.17,0,9.1,0,0
9,23,23,0,0,10.2,1.5,0.17,0,10.2,0,0
9,24,0,0,0,9.3,0.5,0.17,0,9.3,0,0
9,24,1,0,0,9,1,0.17,0,9,0,0
9,24,2,0,0,8.5,1.5,0.17,0,8.5,0,0
9,24,3,0,0,8.3,2.6,0.17,0,8.3,0,0
9,24,4,0,0,8.5,2.6,0.17,0,8.5,0,0
9,24,5,0,0,8.2,1.5,0.17,0,0,0,0
9,24,6,0,18,8,2.6,0.17,16.66,8.341,44.094,26.677
9,24,7,54,90,9.3,3.1,0.17,106.582,11.417,363.283,334.556
9,24,8,132,162,12,3.1,0.17,237.556,16.746,832.707,787.346
9,24,9,148,239,13.8,4.1,0.17,354.001,19.856,1229.623,1170.198
9,24,10,167,289,15.7,3.1,0.17,441.608,24.493,1505.184,1435.995
9,24,11,549,212,19,4.6,0.17,706.458,30.289,2379.721,2279.544
9,24,12,688,141,20.5,5.1,0.17,748.697,31.729,2515.582,2410.59
9,24,13,664,132,22.2,5.7,0.17,677.542,31.664,2283.987,2187.202
9,24,14,571,131,22.8,7.2,0.17,535.893,29.186,1829.625,1748.94
9,24,15,403,124,22.7,8.2,0.17,344.794,26.442,1183.833,1126.03
9,24,16,143,93,22.1,6.2,0.17,140.738,23.939,453.463,421.541
9,24,17,0,16,21.4,6.2,0.17,14.806,21.572,30.758,13.813
9,24,18,0,0,20.7,5.1,0.17,0,0,0,0
9,24,19,0,0,20.3,4.6,0.17,0,20.3,0,0
9,24,20,0,0,21.7,7.7,0.17,0,21.7,0,0
9,24,21,0,0,20.4,10.8,0.17,0,20.4,0,0
9,24,22,0,0,18.8,9.8,0.17,0,18.8,0,0
9,24,23,0,0,16.9,10.8,0.17,0,16.9,0,0
9,25,0,0,0,13.1,9.3,0.17,0,13.1,0,0
9,25,1,0,0,11.7,9.8,0.17,0,11.7,0,0
9,25,2,0,0,11.6,9.8,0.17,0,11.6,0,0
9,25,3,0,0,11.2,9.3,0.17,0,11.2,0,0
9,25,4,0,0,11,7.7,0.17,0,11,0,0
9,25,5,0,0,10.3,8.7,0.17,0,0,0,0
9,25,6,0,22,10,6.7,0.17,20.422,10.235,50.966,33.306
9,25,7,182,90,10.7,6.7,0.17,154.948,12.619,523.562,489.156
9,25,8,370,133,11.7,7.7,0.17,340.446,15.569,1218.234,1159.213
9,25,9,509,153,13.2,6.7,0.17,517.21,19.68,1827.407,1746.8
9,25,10,634,151,14.2,6.2,0.17,675.858,23.122,2351.752,2252.566
9,25,11,730,119,15,7.2,0.17,757.659,24.013,2624.264,2515.421
9,25,12,731,119,16.1,7.7,0.17,757.092,24.684,2616.029,2507.479
9,25,13,682,124,17,7.2,0.17,679.944,25.094,2352.068,2252.871
9,25,14,436,187,16.4,6.7,0.17,500.606,22.669,1745.488,1667.785
9,25,15,3,121,16.6,5.7,0.17,117.232,18.234,396.242,366.347
9,25,16,0,56,15.8,5.7,0.17,52.33,16.528,171.4,149.473
9,25,17,0,9,15.2,4.6,0.17,8.316,15.312,15.691,0
9,25,18,0,0,14.4,2.1,0.17,0,14.4,0,0
9,25,19,0,0,13.6,3.1,0.17,0,13.6,0,0
9,25,20,0,0,12.7,3.1,0.17,0,12.7,0,0
9,25,21,0,0,12.4,3.1,0.17,0,12.4,0,0
9,25,22,0,0,11.6,4.6,0.17,0,11.6,0,0
9,25,23,0,0,10.9,3.1,0.17,0,10.9,0,0
9,26,0,0,0,10.2,3.6,0.17,0,10.2,0,0
9,26,1,0,0,9.5,2.6,0.17,0,9.5,0,0
9,26,2,0,0,9.3,4.1,0.17,0,9.3,0,0
9,26,3,0,0,8.8,3.1,0.17,0,8.8,0,0
9,26,4,0,0,9.5,3.1,0.17,0,9.5,0,0
9,26,5,0,0,10.3,5.1,0.17,0,0,0,0
9,26,6,0,5,10.2,5.7,0.17,4.615,10.257,9.851,0
9,26,7,0,58,10.4,5.7,0.17,54.247,11.155,182.231,159.92
9,26,8,223,151,11.4,5.1,0.17,277.905,15.575,985.815,935.029
9,26,9,0,101,11.9,5.7,0.17,94.523,13.215,321.079,293.848
9,26,10,0,125,12.5,4.1,0.17,117.702,14.507,398.67,368.689
9,26,11,11,241,13.5,5.7,0.17,245.169,16.904,841.037,795.382
9,26,12,29,230,14.3,4.6,0.17,258.865,18.421,885.662,838.425
9,26,13,19,212,15,4.6,0.17,221.029,18.521,754.327,711.744
9,26,14,13,172,15.3,5.1,0.17,174.871,17.916,597.089,560.077
9,26,15,232,140,16,5.1,0.17,267.328,20.015,930.722,881.889
9,26,16,125,91,15.8,4.1,0.17,132.43,18.046,435.135,403.862
9,26,17,0,18,15.3,2.6,0.17,16.669,15.606,32.511,15.504
9,26,18,0,0,14.2,2.1,0.17,0,14.2,0,0
9,26,19,0,0,13.5,1.5,0.17,0,13.5,0,0
9,26,20,0,0,12.5,3.6,0.17,0,12.5,0,0
9,26,21,0,0,12.1,1.5,0.17,0,12.1,0,0
9,26,22,0,0,11.5,2.6,0.17,0,11.5,0,0
9,26,23,0,0,11.2,2.6,0.17,0,11.2,0,0
9,27,0,0,0,10.9,2.1,0.17,0,10.9,0,0
9,27,1,0,0,10.6,1.5,0.17,0,10.6,0,0
9,27,2,0,0,10.2,1.5,0.17,0,10.2,0,0
9,27,3,0,0,10,1.5,0.17,0,10,0,0
9,27,4,0,0,9.4,1.5,0.17,0,9.4,0,0
9,27,5,0,0,9.6,0.5,0.17,0,0,0,0
9,27,6,0,20,9.6,2.6,0.17,18.554,9.94,37.372,20.193
9,27,7,174,86,11.8,2.6,0.17,147.775,14.982,492.556,459.248
9,27,8,392,126,13.7,3.6,0.17,342.71,20.036,1206.195,1147.601
9,27,9,547,139,15.9,2.6,0.17,524.538,27.34,1803.581,1723.819
9,27,10,657,131,18.6,3.6,0.17,668.175,30.932,2260.548,2164.593
9,27,11,715,120,20.1,4.1,0.17,741.536,32.808,2485.734,2381.8
9,27,12,713,120,20.9,3.6,0.17,738.025,34.515,2457.888,2354.941
9,27,13,671,120,22.3,3.6,0.17,661.587,34.513,2209.076,2114.945
9,27,14,568,123,22.5,4.6,0.17,518.076,30.805,1759.551,1681.349
9,27,15,413,109,22.4,3.6,0.17,328.571,28.472,1116.414,1061
9,27,16,166,78,22.2,2.6,0.17,133.642,25.071,422.04,391.231
9,27,17,0,16,21.3,1.5,0.17,14.812,21.639,27.863,11.021
9,27,18,0,0,18.3,0.5,0.17,0,18.3,0,0
9,27,19,0,0,18.4,2.6,0.17,0,18.4,0,0
9,27,20,0,0,16.4,0,0.17,0,16.4,0,0
9,27,21,0,0,14.6,1,0.17,0,14.6,0,0
9,27,22,0,0,15.4,2.6,0.17,0,15.4,0,0
9,27,23,0,0,14.1,2.1,0.17,0,14.1,0,0
9,28,0,0,0,13.6,1,0.17,0,13.6,0,0
9,28,1,0,0,13.1,1.5,0.17,0,13.1,0,0
9,28,2,0,0,13.1,1,0.17,0,13.1,0,0
9,28,3,0,0,12.9,3.1,0.17,0,12.9,0,0
9,28,4,0,0,12.2,3.6,0.17,0,12.2,0,0
9,28,5,0,0,11.8,4.1,0.17,0,11.8,0,0
9,28,6,0,5,11.9,4.1,0.17,4.616,11.967,8.603,0
9,28,7,0,30,12.1,3.6,0.17,27.765,12.61,89.942,70.901
9,28,8,0,65,12.3,3.6,0.17,60.28,13.41,202.435,179.408
9,28,9,0,97,13.1,1.5,0.17,90.684,15.556,304.851,278.194
9,28,10,0,121,13.5,1,0.17,113.854,16.969,381.657,352.279
9,28,11,0,133,14.5,2.1,0.17,125.511,17.487,420.141,389.4
9,28,12,0,132,15.1,3.1,0.17,124.533,17.574,416.669,386.051
9,28,13,96,243,16.2,2.1,0.17,324.144,23.935,1100.327,1045.484
9,28,14,50,211,16.8,3.1,0.17,249.807,21.779,852.102,806.055
9,28,15,349,126,17.2,3.1,0.17,307.483,23.349,1062.104,1008.616
9,28,16,140,76,16.7,3.1,0.17,123.268,19.129,397.962,368.007
9,28,17,0,13,15.7,2.1,0.17,12.027,15.942,23.044,6.373
9,28,18,0,0,14.7,1.5,0.17,0,14.7,0,0
9,28,19,0,0,13.4,0.5,0.17,0,13.4,0,0
9,28,20,0,0,12.3,0,0.17,0,12.3,0,0
9,28,21,0,0,11.7,2.6,0.17,0,11.7,0,0
9,28,22,0,0,11.1,0.5,0.17,0,11.1,0,0
9,28,23,0,0,10.7,1.5,0.17,0,10.7,0,0
9,29,0,0,0,8.5,1,0.17,0,8.5,0,0
9,29,1,0,0,9.5,2.6,0.17,0,9.5,0,0
9,29,2,0,0,8.7,2.6,0.17,0,8.7,0,0
9,29,3,0,0,7.6,0.5,0.17,0,7.6,0,0
9,29,4,0,0,6.9,1,0.17,0,6.9,0,0
9,29,5,0,0,7.6,1.5,0.17,0,7.6,0,0
9,29,6,0,17,7.6,2.6,0.17,15.741,7.889,31.774,14.793
9,29,7,2,72,8.8,2.1,0.17,69.36,10.454,235.246,211.056
9,29,8,261,147,10.7,3.6,0.17,291.84,16.09,1034.957,982.43
9,29,9,90,197,12,3.1,0.17,260.736,17.2,908.427,860.384
9,29,10,18,207,12.2,3.1,0.17,215.57,16.487,741.507,699.378
9,29,11,348,312,14.5,2.6,0.17,635.283,28.303,2148.768,2056.775
9,29,12,530,182,17.3,2.6,0.17,647.324,31.387,2176.683,2083.7
9,29,13,423,212,17.9,4.1,0.17,564.69,27.572,1926.395,1842.281
9,29,14,431,169,18.2,4.1,0.17,471.125,26.283,1622.263,1548.925
9,29,15,358,114,17.8,3.6,0.17,303.745,23.41,1048.17,995.175
9,29,16,75,73,17.2,4.1,0.17,97.416,18.851,314.794,287.786
9,29,17,0,10,16.3,3.6,0.17,9.244,16.444,17.434,0.962
9,29,18,0,0,14.3,3.1,0.17,0,14.3,0,0
9,29,19,0,0,13.2,3.1,0.17,0,13.2,0,0
9,29,20,0,0,12.6,3.1,0.17,0,12.6,0,0
9,29,21,0,0,11.5,2.6,0.17,0,11.5,0,0
9,29,22,0,0,11.2,2.6,0.17,0,11.2,0,0
9,29,23,0,0,10.9,2.6,0.17,0,10.9,0,0
9,30,0,0,0,10.2,2.6,0.17,0,10.2,0,0
9,30,1,0,0,9.7,2.6,0.17,0,9.7,0,0
9,30,2,0,0,9.2,3.6,0.17,0,9.2,0,0
9,30,3,0,0,8.9,3.1,0.17,0,8.9,0,0
9,30,4,0,0,8.9,3.1,0.17,0,8.9,0,0
9,30,5,0,0,8.9,3.6,0.17,0,8.9,0,0
9,30,6,0,17,8.6,3.6,0.17,15.742,8.845,31.633,14.658
9,30,7,120,81,9.1,5.7,0.17,121.616,10.78,409.579,379.212
9,30,8,0,64,9.4,7.2,0.17,59.35,10.105,202.005,178.993
9,30,9,26,162,10.5,6.7,0.17,180.127,12.749,629.459,591.301
9,30,10,19,206,11.3,6.7,0.17,215.477,13.986,748.69,706.307
9,30,11,21,226,12.7,6.7,0.17,238.377,15.669,823.063,778.045
9,30,12,324,262,13.3,7.2,0.17,556.916,19.914,1945.01,1860.237
9,30,13,481,182,14.2,7.2,0.17,574.234,21.033,2012.337,1925.178
9,30,14,433,150,13.4,7.7,0.17,450.252,18.513,1597.311,1524.858
9,30,15,359,113,13.1,7.2,0.17,301.627,16.692,1066.967,1013.306
9,30,16,120,75,13.3,6.2,0.17,112.523,14.764,367.283,338.415
9,30,17,0,12,12.1,4.6,0.17,11.1,12.25,21.58,4.961
9,30,18,0,0,10.4,6.2,0.17,0,10.4,0,0
9,30,19,0,0,9.5,5.1,0.17,0,9.5,0,0
9,30,20,0,0,8.6,4.6,0.17,0,8.6,0,0
9,30,21,0,0,8,4.1,0.17,0,8,0,0
9,30,22,0,0,7.6,3.6,0.17,0,7.6,0,0
9,30,23,0,0,7.4,3.6,0.17,0,7.4,0,0
10,1,0,0,0,7.4,1,0.18,0,7.4,0,0
10,1,1,0,0,7.3,0,0.18,0,7.3,0,0
10,1,2,0,0,7,0,0.18,0,7,0,0
10,1,3,0,0,6.5,0.5,0.18,0,6.5,0,0
10,1,4,0,0,6,0.5,0.18,0,6,0,0
10,1,5,0,0,5.5,0.5,0.18,0,5.5,0,0
10,1,6,0,17,5.4,1,0.18,15.763,5.806,32.132,15.139
10,1,7,190,82,6.8,0.5,0.18,147.747,11.908,493.075,459.749
10,1,8,479,99,10.3,3.1,0.18,352.547,17.357,1254.449,1194.145
10,1,9,608,117,11.7,2.6,0.18,536.99,23.42,1879.715,1797.255
10,1,10,570,149,12.4,2.6,0.18,611.823,25.731,2111.692,2021.012
10,1,11,521,198,14.4,1,0.18,654.546,34.428,2175.683,2082.736
10,1,12,263,249,14.8,1,0.18,491.568,29.819,1650.548,1576.208
10,1,13,156,275,15.2,2.1,0.18,415.927,25.133,1417.21,1351.139
10,1,14,519,141,15,3.1,0.18,491.307,24.833,1707.478,1631.121
10,1,15,446,94,15,2.6,0.18,319.348,21.96,1108.131,1053.011
10,1,16,63,65,13.3,2.1,0.18,85.225,15.314,276.253,250.61
10,1,17,0,9,11.5,2.1,0.18,8.32,11.668,15.996,0
10,1,18,0,0,10.6,2.6,0.18,0,10.6,0,0
10,1,19,0,0,9.9,2.6,0.18,0,9.9,0,0
10,1,20,0,0,7.9,1.5,0.18,0,7.9,0,0
10,1,21,0,0,9.3,2.6,0.18,0,9.3,0,0
10,1,22,0,0,8.9,3.1,0.18,0,8.9,0,0
10,1,23,0,0,8.4,3.1,0.18,0,8.4,0,0
10,2,0,0,0,7.1,2.1,0.18,0,7.1,0,0
10,2,1,0,0,6.4,3.1,0.18,0,6.4,0,0
10,2,2,0,0,6.1,3.1,0.18,0,6.1,0,0
10,2,3,0,0,5.7,3.1,0.18,0,5.7,0,0
10,2,4,0,0,5.4,3.1,0.18,0,5.4,0,0
10,2,5,0,0,5.2,2.6,0.18,0,5.2,0,0
10,2,6,0,8,5.6,3.1,0.18,7.393,5.724,14.56,0
10,2,7,0,53,6.4,3.6,0.18,49.824,7.315,168.404,146.583
10,2,8,81,133,8.4,3.1,0.18,174.806,11.891,617.424,579.692
10,2,9,80,203,11,2.6,0.18,261.953,16.696,914.972,866.697
10,2,10,243,234,12.2,2.6,0.18,435.241,21.665,1509.21,1439.878
10,2,11,247,257,13.7,4.1,0.18,477.55,21.867,1652.102,1577.707
10,2,12,249,255,15.5,3.6,0.18,475.803,24.26,1631.639,1557.97
10,2,13,410,191,16.6,4.1,0.18,526.268,25.619,1810.992,1730.967
10,2,14,387,165,16.6,4.4,0.18,424.71,23.591,1476.703,1408.524
10,2,15,322,119,16.6,4.6,0.18,280.753,21.093,971.88,921.589
10,2,16,125,68,15.5,4.1,0.18,105.609,17.278,336.026,308.265
10,2,17,0,10,13.8,2.1,0.18,9.249,13.986,17.664,1.184
10,2,18,0,0,12,3.1,0.18,0,12,0,0
10,2,19,0,0,11.6,3.6,0.18,0,11.6,0,0
10,2,20,0,0,10,2.1,0.18,0,10,0,0
10,2,21,0,0,9.4,3.1,0.18,0,9.4,0,0
10,2,22,0,0,8.6,3.1,0.18,0,8.6,0,0
10,2,23,0,0,8.2,3.6,0.18,0,8.2,0,0
10,3,0,0,0,7.6,3.1,0.18,0,7.6,0,0
10,3,1,0,0,7,4.1,0.18,0,7,0,0
10,3,2,0,0,6.7,3.1,0.18,0,6.7,0,0
10,3,3,0,0,6,3.1,0.18,0,6,0,0
10,3,4,0,0,5.7,2.1,0.18,0,5.7,0,0
10,3,5,0,0,5.4,3.1,0.18,0,5.4,0,0
10,3,6,0,10,5.5,2.6,0.18,9.247,5.67,18.407,1.9
10,3,7,27,65,7.2,3.6,0.18,72.657,8.53,245.052,220.515
10,3,8,235,139,8.5,4.6,0.18,268.462,12.799,960.141,910.265
10,3,9,521,142,10.1,4.1,0.18,501.087,18.704,1782.036,1703.037
10,3,10,669,116,13,3.1,0.18,646.252,25.925,2235.142,2140.088
10,3,11,407,218,15.1,3.1,0.18,571.155,26.498,1954.017,1868.924
10,3,12,261,243,16.2,3.1,0.18,481.757,25.805,1643.882,1569.778
10,3,13,155,268,17.5,3.6,0.18,406.965,24.992,1388.121,1323.08
10,3,14,98,182,18.2,3.6,0.18,248.177,22.775,847.687,801.795
10,3,15,0,103,17.8,4.1,0.18,98.993,19.494,330.899,303.319
10,3,16,0,41,16.9,5.1,0.18,38.225,17.47,121.159,101.012
10,3,17,0,6,15.4,3.1,0.18,5.708,15.496,10.561,0
10,3,18,0,0,14.2,4.1,0.18,0,14.2,0,0
10,3,19,0,0,13.3,4.6,0.18,0,13.3,0,0
10,3,20,0,0,12.1,4.1,0.18,0,12.1,0,0
10,3,21,0,0,11.3,3.9,0.18,0,11.3,0,0
10,3,22,0,0,10.6,3.6,0.18,0,10.6,0,0
10,3,23,0,0,9.6,3.1,0.18,0,9.6,0,0
10,4,0,0,0,9.2,3.1,0.18,0,9.2,0,0
10,4,1,0,0,8,2.6,0.18,0,8,0,0
10,4,2,0,0,8.1,3.6,0.18,0,8.1,0,0
10,4,3,0,0,7.8,3.6,0.18,0,7.8,0,0
10,4,4,0,0,7.5,3.6,0.18,0,7.5,0,0
10,4,5,0,0,6.1,2.6,0.18,0,6.1,0,0
10,4,6,0,14,6.1,2.6,0.18,12.961,6.338,26.122,9.342
10,4,7,180,76,7.3,3.1,0.18,137.656,10.006,458.633,426.527
10,4,8,482,94,10.4,3.1,0.18,344.955,17.303,1225.257,1165.987
10,4,9,613,111,12,4.1,0.18,528.264,21.076,1867.419,1785.394
10,4,10,725,99,13.6,4.1,0.18,666.223,25.036,2315.08,2217.193
10,4,11,758,100,15.5,3.6,0.18,729.787,28.976,2492.433,2388.262
10,4,12,755,100,17,4.6,0.18,723.562,28.59,2475.448,2371.879
10,4,13,720,96,17.4,4.6,0.18,648.276,27.792,2231.036,2136.128
10,4,14,625,96,18.7,5.1,0.18,504.494,26.293,1750.623,1672.737
10,4,15,464,85,19.3,3.6,0.18,311.861,25.052,1064.902,1011.314
10,4,16,196,55,18.2,4.1,0.18,112.43,20.077,344.311,316.257
10,4,17,0,8,16.6,2.1,0.18,7.61,16.753,14.197,0
10,4,18,0,0,15.4,1.5,0.18,0,15.4,0,0
10,4,19,0,0,13.8,2.6,0.18,0,13.8,0,0
10,4,20,0,0,12.7,2.6,0.18,0,12.7,0,0
10,4,21,0,0,12.4,2.6,0.18,0,12.4,0,0
10,4,22,0,0,12,2.6,0.18,0,12,0,0
10,4,23,0,0,11.1,2.1,0.18,0,11.1,0,0
10,5,0,0,0,10.4,2.6,0.18,0,10.4,0,0
10,5,1,0,0,10,2.8,0.18,0,10,0,0
10,5,2,0,0,9.7,3.1,0.18,0,9.7,0,0
10,5,3,0,0,9.4,3.1,0.18,0,9.4,0,0
10,5,4,0,0,9.2,3.1,0.18,0,9.2,0,0
10,5,5,0,0,8.7,3.6,0.18,0,8.7,0,0
10,5,6,0,13,8.3,2.6,0.18,12.033,8.521,23.916,7.214
10,5,7,171,74,9.1,4.6,0.18,132.635,11.188,438.582,407.187
10,5,8,476,93,10.5,4.6,0.18,339.728,15.945,1211.627,1152.84
10,5,9,606,111,12.9,4.6,0.18,521.917,21.273,1843.857,1762.668
10,5,10,717,100,15.3,4.6,0.18,659.016,25.863,2283.534,2186.765
10,5,11,749,101,17,5.7,0.18,720.913,27.078,2480.788,2377.029
10,5,12,748,100,18.4,6.7,0.18,714.98,27.359,2458.52,2355.551
10,5,13,703,99,19.5,5.7,0.18,636.38,28.403,2185.3,2092.012
10,5,14,104,172,19.2,4.1,0.18,247.951,23.447,845.552,799.737
10,5,15,260,109,19,4.1,0.18,238.016,23.076,810.999,766.408
10,5,16,0,50,18.2,3.1,0.18,47.832,19.147,151.162,129.951
10,5,17,0,4,17.3,3.1,0.18,3.805,17.364,6.821,0
10,5,18,0,0,16.2,2.6,0.18,0,16.2,0,0
10,5,19,0,0,15.9,2.6,0.18,0,15.9,0,0
10,5,20,0,0,15.3,2.6,0.18,0,15.3,0,0
10,5,21,0,0,14.5,2.1,0.18,0,14.5,0,0
10,5,22,0,0,14.6,2.6,0.18,0,14.6,0,0
10,5,23,0,0,13.8,2.6,0.18,0,13.8,0,0
10,6,0,0,0,13.6,3.6,0.18,0,13.6,0,0
10,6,1,0,0,12.9,3.6,0.18,0,12.9,0,0
10,6,2,0,0,12.6,4.6,0.18,0,12.6,0,0
10,6,3,0,0,12.3,3.6,0.18,0,12.3,0,0
10,6,4,0,0,11.2,3.6,0.18,0,11.2,0,0
10,6,5,0,0,11.3,3.6,0.18,0,11.3,0,0
10,6,6,0,9,11.3,4.1,0.18,8.321,11.42,16.017,0
10,6,7,16,60,11.4,3.6,0.18,64.522,12.581,212.787,189.393
10,6,8,1,107,12.2,5.1,0.18,103.698,13.754,355.521,327.069
10,6,9,7,161,13.3,4.6,0.18,161.667,15.881,556.399,520.829
10,6,10,21,194,14.2,5.1,0.18,205.667,17.276,706.653,665.76
10,6,11,117,246,15.1,6.7,0.18,350.104,19.47,1212.63,1153.808
10,6,12,260,234,15.4,7.7,0.18,468.583,20.706,1631.744,1558.071
10,6,13,399,182,15.8,6.7,0.18,501.987,22.085,1752.689,1674.73
10,6,14,479,123,16.1,7.7,0.18,436.207,21.059,1538.158,1467.801
10,6,15,65,112,16,6.7,0.18,142.908,17.786,487.904,454.761
10,6,16,0,34,15.4,9.3,0.18,31.505,15.708,98.903,79.544
10,6,17,0,3,14.8,6.7,0.18,2.854,14.83,5.11,0
10,6,18,0,0,13.4,7.7,0.18,0,13.4,0,0
10,6,19,0,0,12,7.7,0.18,0,12,0,0
10,6,20,0,0,11.8,8.7,0.18,0,11.8,0,0
10,6,21,0,0,11.9,7.2,0.18,0,11.9,0,0
10,6,22,0,0,12.7,7.2,0.18,0,12.7,0,0
10,6,23,0,0,12.2,4.6,0.18,0,12.2,0,0
10,7,0,0,0,12,5.1,0.18,0,12,0,0
10,7,1,0,0,11.7,6.2,0.18,0,11.7,0,0
10,7,2,0,0,11,6.2,0.18,0,11,0,0
10,7,3,0,0,10.5,5.1,0.18,0,10.5,0,0
10,7,4,0,0,10,4.6,0.18,0,10,0,0
10,7,5,0,0,9.5,5.1,0.18,0,9.5,0,0
10,7,6,0,11,9.5,5.7,0.18,10.464,9.623,20.565,3.982
10,7,7,105,55,10.4,6.7,0.18,88.169,11.485,286.416,260.413
10,7,8,119,139,10.9,6.2,0.18,206.427,13.624,727.782,686.139
10,7,9,94,183,12.4,9.3,0.18,248.897,14.852,876.695,829.776
10,7,10,20,193,12.5,8.7,0.18,204.091,14.608,708.552,667.591
10,7,11,23,211,12.9,9.3,0.18,225.675,15.116,782.314,738.74
10,7,12,0,122,13.2,8.7,0.18,115.216,14.389,390.99,361.281
10,7,13,20,186,13.4,10.3,0.18,196.647,15.187,681.061,641.074
10,7,14,226,162,14.3,10.8,0.18,317.432,17.09,1122.511,1066.882
10,7,15,261,102,14.3,9.3,0.18,228.787,16.552,796.836,752.747
10,7,16,73,59,13.2,11.8,0.18,81.786,13.856,259.006,233.974
10,7,17,0,5,12.4,6.7,0.18,4.756,12.45,8.862,0
10,7,18,0,0,11.7,5.7,0.18,0,11.7,0,0
10,7,19,0,0,11.2,6.7,0.18,0,11.2,0,0
10,7,20,0,0,10.5,7.2,0.18,0,10.5,0,0
10,7,21,0,0,10,7.2,0.18,0,10,0,0
10,7,22,0,0,9.7,6.7,0.18,0,9.7,0,0
10,7,23,0,0,9.6,7.7,0.18,0,9.6,0,0
10,8,0,0,0,9.4,6.7,0.18,0,9.4,0,0
10,8,1,0,0,9,7.2,0.18,0,9,0,0
10,8,2,0,0,8.2,7.7,0.18,0,8.2,0,0
10,8,3,0,0,8.4,8.2,0.18,0,8.4,0,0
10,8,4,0,0,8.4,8.7,0.18,0,8.4,0,0
10,8,5,0,0,8.3,8.7,0.18,0,8.3,0,0
10,8,6,0,5,9,9.8,0.18,4.756,9.038,9.024,0
10,8,7,0,42,9.5,10.8,0.18,39.254,9.842,128.835,108.416
10,8,8,0,57,9.4,10.3,0.18,52.849,9.881,179.271,157.065
10,8,9,0,88,9.7,9.3,0.18,82.312,10.509,282.412,256.551
10,8,10,43,180,9.9,9.3,0.18,215.55,12.019,758.812,716.07
10,8,11,0,122,9.2,9.8,0.18,115.25,10.287,397.562,367.621
10,8,12,0,120,8.7,8.7,0.18,113.287,9.869,391.323,361.602
10,8,13,0,107,9.7,9.8,0.18,100.68,10.65,346.394,318.266
10,8,14,0,82,10.3,10.8,0.18,76.547,10.971,261.723,236.595
10,8,15,0,50,10.7,10.8,0.18,46.342,11.106,155.42,134.059
